area_type,availability,location,society,bhk,sqft,bath,balcony,price
Super built-up  Area,Ready To Move,Yelahanka,,3,1075,2,2,36
Super built-up  Area,Ready To Move,Bisuvanahalli,Prityel,3,1075,3,2,36
Super built-up  Area,Ready To Move,Bisuvanahalli,Prityel,3,1075,2,1,36
Super built-up  Area,Ready To Move,Channasandra,Unm 2El,2,1030,2,1,34.5
Super built-up  Area,17-Dec,Seegehalli,,2,1118,2,2,37.5
Built-up  Area,Ready To Move,Kasavanhalli,,3,1550,2,3,52
Built-up  Area,Ready To Move,Sri Venkateshpura Layout,,2,1146,2,1,38.5
Super built-up  Area,18-Aug,Maruthi Nagar,,3,1250,3,2,42
Super built-up  Area,Ready To Move,Yelahanka,,2,1101,2,2,37
Built-up  Area,Ready To Move,Gunjur,Puide P,2,1190,2,2,40
Super built-up  Area,18-Aug,Whitefield,SSdhimr,2,1160,2,2,39
Super built-up  Area,Ready To Move,Byagadadhenahalli,VBavaai,3,1130,3,1,38
Super built-up  Area,17-May,Whitefield,SVineun,2,1100,2,1,37
Built-up  Area,18-Aug,Rajanna Layout,,2,1116,2,1,37.6
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,GrrvaGr,2,1144,2,2,38.55
Super built-up  Area,Ready To Move,Sarjapur  Road,MJinele,3,1186,2,2,40
Super built-up  Area,Ready To Move,Hosa Road,Sancei ,2,1100,2,2,37.1
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,GrrvaGr,2,1206,2,1,40.7
Super built-up  Area,Ready To Move,Electronic City,Elodsre,2,1200,2,2,40.5
Super built-up  Area,18-May,Whitefield,SSdhimr,2,1185,2,2,40
Super built-up  Area,Ready To Move,Varthur,MKllei ,2,1155,2,2,39
Super built-up  Area,Ready To Move,Varthur,MKllei ,2,1155,2,2,39
Super built-up  Area,Ready To Move,Whitefield,Rabow R,2,1155,2,1,39
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,GrrvaGr,2,1141,2,2,38.55
Super built-up  Area,Ready To Move,Channasandra,Unm 2El,2,1065,2,1,36
Plot  Area,Ready To Move,Vishwapriya Nagar,,6,2100,6,2,71
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,GrrvaGr,2,1196,2,2,40.44
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,GrrvaGr,3,1571,3,3,53.12
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,GrrvaGr,3,1531,3,3,51.77
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,GrrvaGr,2,1143,2,2,38.65
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,GrrvaGr,2,1140,2,2,38.55
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,GrrvaGr,2,1140,2,2,38.55
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,GrrvaGr,2,1187,2,2,40.14
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,GrrvaGr,2,1267,2,2,42.85
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,GrrvaGr,2,1306,2,2,44.17
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,GrrvaGr,2,1419,2,2,48
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,GrrvaGr,3,1530,3,3,51.77
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,GrrvaGr,3,1550,3,3,52.45
Super built-up  Area,Ready To Move,Kaggadasapura,Saconp ,3,1625,3,2,55
Super built-up  Area,Ready To Move,Channasandra,Unm 2El,2,1093,2,1,37
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,GrrvaGr,3,1529,3,3,51.77
Built-up  Area,Ready To Move,Raja Rajeshwari Nagar,GrrvaGr,2,1133,2,1,38.37
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,GrrvaGr,2,1151,2,2,39
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,GrrvaGr,2,1120,2,2,37.95
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,GrrvaGr,2,1196,2,2,40.54
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,GrrvaGr,2,1196,2,2,40.54
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,GrrvaGr,2,1196,2,2,40.54
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,GrrvaGr,2,1196,2,2,40.54
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,GrrvaGr,2,1196,2,2,40.54
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,GrrvaGr,2,1255,2,2,42.54
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,GrrvaGr,2,1419,2,2,48.1
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,GrrvaGr,2,1419,2,2,48.1
Super built-up  Area,Ready To Move,Chelekare,Goezell,2,1180,2,2,40
Built-up  Area,Ready To Move,Anandapura,,4,1475,2,1,50
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,GrrvaGr,3,1693,3,3,57.39
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,GrrvaGr,3,1693,3,3,57.39
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,GrrvaGr,2,1303,2,2,44.17
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,GrrvaGr,2,1185,2,2,40.17
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,GrrvaGr,2,1185,2,1,40.17
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,GrrvaGr,3,1580,3,3,53.56
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,GrrvaGr,3,1580,3,3,53.56
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,GrrvaGr,3,1608,3,3,54.51
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,GrrvaGr,2,1295,2,2,43.9
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,GrrvaGr,2,1295,2,2,43.9
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,GrrvaGr,2,1128,2,2,38.24
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,GrrvaGr,2,1151,2,2,39.02
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,GrrvaGr,2,1133,2,2,38.41
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,GrrvaGr,2,1120,2,2,37.97
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,GrrvaGr,3,1530,3,3,51.87
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,GrrvaGr,2,1240,2,2,42.04
Built-up  Area,Ready To Move,Raja Rajeshwari Nagar,GrrvaGr,2,1140,2,2,38.65
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,GrrvaGr,2,1140,2,2,38.65
Built-up  Area,21-Dec,"Electronic city phase 1, ",,2,1150,2,1,39
Super built-up  Area,21-Aug,Electronics City Phase 1,,2,1150,2,2,39
Built-up  Area,Ready To Move,Shampura,,7,2800,5,3,95
Super built-up  Area,Ready To Move,Sarjapura - Attibele Road,Soe 2as,2,1090,2,1,37
Super built-up  Area,Ready To Move,Yelahanka,,3,1590,3,1,54
Super built-up  Area,Ready To Move,Yelahanka,,3,1590,2,1,54
Super built-up  Area,Ready To Move,Yelahanka,,3,1590,2,2,54
Super built-up  Area,Ready To Move,CV Raman Nagar,,2,1030,2,,35
Super built-up  Area,18-Feb,Bannerghatta Road,DSnjh S,3,1427,2,2,48.51
Super built-up  Area,20-Dec,Old Madras Road,SheldGr,3,1350,3,1,45.9
Built-up  Area,Ready To Move,Pai Layout,Saage V,2,1000,2,2,34
Super built-up  Area,Ready To Move,Kereguddadahalli,Jaood G,2,1000,2,1,34
Super built-up  Area,Ready To Move,Kengeri,,2,1000,2,2,34
Super built-up  Area,18-Jan,Kadugodi,Prclee ,2,1030,2,1,35.02
Super built-up  Area,18-May,Bommanahalli,,3,1250,2,2,42.5
Super built-up  Area,Ready To Move,Kudlu Gate,,3,1465,2,2,49.81
Super built-up  Area,18-Apr,Kudlu Gate,,3,1364,2,3,46.38
Built-up  Area,Ready To Move,Kengeri,Akdorli,3,1470,3,3,50
Super built-up  Area,Ready To Move,Doddathoguru,LancyRe,2,970,2,0,33
Built-up  Area,Ready To Move,Gubbalala,Names H,3,1539,2,2,52.36
Super built-up  Area,Ready To Move,Whitefield,SSthamh,2,1205,2,1,41
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,GrrvaGr,3,1500,3,3,51.04
Super built-up  Area,Ready To Move,Singasandra,,2,1099,2,1,37.5
Super built-up  Area,17-Nov,Babusapalaya,,3,1213,2,2,41.39
Super built-up  Area,Ready To Move,Sarjapur  Road,,3,1670,2,3,57
Super built-up  Area,Ready To Move,Kattigenahalli,,7,4100,7,,140
Super built-up  Area,Ready To Move,Kanakpura Road,MGBay T,3,1610,2,2,55
Super built-up  Area,Ready To Move,Bisuvanahalli,Prityel,3,1200,2,1,41
Built-up  Area,Ready To Move,Margondanahalli,,2,2400,2,1,82
Super built-up  Area,Ready To Move,Gottigere,,2,1170,2,2,40
Super built-up  Area,Ready To Move, Devarachikkanahalli,,2,1170,2,2,40
Super built-up  Area,18-Jun,JP Nagar,,3,1275,2,2,43.6
Super built-up  Area,Ready To Move,Sarjapur,Sondaka,2,950,2,2,32.5
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,GrrvaGr,2,1140,2,2,39
Super built-up  Area,Ready To Move,Whitefield,SSthamh,2,1140,2,2,39
Super built-up  Area,Ready To Move,Thanisandra,SLaceda,2,1140,2,1,39
Super built-up  Area,Ready To Move,Kaval Byrasandra,SyOnen ,3,1900,2,2,65
Super built-up  Area,Ready To Move,Pattanagere,,3,1900,3,0,65
Plot  Area,Ready To Move,Sadahalli,K ensad,3,3800,2,,130
Super built-up  Area,Ready To Move,Bannerghatta Road,DSnjh S,2,1022,2,1,35
Super built-up  Area,17-Nov,Babusapalaya,,3,1167,2,2,39.98
Super built-up  Area,18-Jun,9th Phase JP Nagar,,2,1080,2,2,37
Super built-up  Area,Ready To Move,MLA Layout,,2,1050,2,1,36
Super built-up  Area,Ready To Move,Electronic City,DSgmax ,3,1400,2,1,48
Built-up  Area,Ready To Move,Kereguddadahalli,,3,1400,2,2,48
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,,3,1400,2,2,48
Plot  Area,Ready To Move,Lakshmipura Vidyaanyapura,,8,3500,6,2,120
Built-up  Area,Ready To Move,Sarjapur,Sondaka,2,1020,2,2,35
Super built-up  Area,Ready To Move,Sarjapur  Road,S2kaaan,2,1178,2,2,40.43
Super built-up  Area,Ready To Move,Hormavu,Nadhian,2,1165,2,1,40
Super built-up  Area,Ready To Move,Channasandra,Unm 2El,3,1310,2,2,45
Super built-up  Area,Ready To Move,Bethel Nagar,Saaveir,2,960,2,1,33
Super built-up  Area,Ready To Move,Gottigere,,3,1600,2,2,55
Super built-up  Area,Ready To Move,Varthur,MKllei ,2,1105,2,3,38
Super built-up  Area,18-Jun,Kothannur,,3,1275,2,2,43.85
Super built-up  Area,Ready To Move,Belatur,ViaarSa,2,1250,2,1,43
Super built-up  Area,18-May,Madiwala,,3,1250,3,2,43
Built-up  Area,Ready To Move,Bisuvanahalli,Prityel,3,1075,2,1,37
Super built-up  Area,Ready To Move,Bisuvanahalli,Prityel,3,1075,2,1,37
Super built-up  Area,Ready To Move,Thanisandra,MenueNo,2,1220,2,2,42
Super built-up  Area,Ready To Move,Whitefield,,2,1190,2,2,41
Super built-up  Area,Ready To Move,Abbaiah Reddy Layout,,2,1190,2,2,41
Super built-up  Area,Ready To Move,Tirumanahalli,,2,1146,2,1,39.5
Super built-up  Area,Ready To Move,Kereguddadahalli,Jaood G,2,1015,2,1,35
Super built-up  Area,Ready To Move,Sarjapur,Peles P,2,1044,2,2,36
Super built-up  Area,Ready To Move,Kengeri Satellite Town,ShyamSh,3,1450,2,3,50
Super built-up  Area,Ready To Move,Hoskote,Thiced ,3,1740,3,3,60
Plot  Area,Ready To Move,Hosur Road,KrineAq,4,2000,4,1,69
Super built-up  Area,18-Jun,Kothannur,,3,1275,3,2,44
Super built-up  Area,Ready To Move,Bommasandra,Heatee ,2,1014,2,1,35
Super built-up  Area,Ready To Move,Hormavu,Jhntspa,2,1100,2,3,38
Super built-up  Area,Ready To Move,Hebbal,,2,1100,2,2,38
Super built-up  Area,Ready To Move,Thanisandra,SLaceda,2,1100,2,1,38
Super built-up  Area,Ready To Move,Amarjyothi Colony,,2,1100,2,2,38
Super built-up  Area,18-May,Kothnoor Dinne,,2,1100,2,2,38
Built-up  Area,Ready To Move,Hanumagiri,Nastadr,2,1100,2,1,38
Super built-up  Area,Ready To Move,Thanisandra,SLaceda,2,1100,2,1,38
Super built-up  Area,Ready To Move,Babusapalaya,,2,1100,2,2,38
Super built-up  Area,18-Jun,9th Phase JP Nagar,,3,1240,2,2,42.85
Super built-up  Area,Ready To Move,Banashankari Stage V,,2,1035,2,2,35.77
Built-up  Area,Ready To Move,Nagasandra,,5,4050,5,2,140
Super built-up  Area,18-Jul,Sarjapur,Vehes L,2,1157,2,1,40
Built-up  Area,Ready To Move,Bannerghatta Road,,2,1157,2,0,40
Super built-up  Area,Ready To Move,Sarjapura - Attibele Road,Soe 2as,3,1329,2,2,45.95
Super built-up  Area,18-Aug,Anjanapura,,2,1070,2,2,37
Super built-up  Area,18-Aug,Whitefield,SSdhimr,2,1185,2,2,41
Super built-up  Area,Ready To Move,Kaggadasapura,SLireap,2,1185,2,1,41
Super built-up  Area,Ready To Move,Sarjapur,Coa 3t ,3,1445,3,1,50
Plot  Area,Ready To Move,Kogilu,,7,2456,7,2,85
Super built-up  Area,18-Jan,Bommanahalli,,3,1300,3,2,45
Built-up  Area,Ready To Move,Sompura,Suiseit,2,1126,2,2,39
Super built-up  Area,Ready To Move,Gottigere,Srncyla,2,1010,2,1,35
Super built-up  Area,Ready To Move,7th Phase JP Nagar,Kaiew L,2,1212,3,1,42
Super built-up  Area,Ready To Move,Kamakshipalya,,3,1500,2,2,52
Super built-up  Area,17-Apr,Uttarahalli,DSera S,2,1037,2,1,36
Plot  Area,Ready To Move,Thanisandra,,8,3600,9,3,125
Super built-up  Area,Ready To Move,Sarjapur  Road,Ascid P,3,1814,3,3,63
Super built-up  Area,18-May,Virgonagar,,3,1215,3,1,42.2
Built-up  Area,21-Dec,"Electronic city Phase 1, ",,2,950,2,1,33
Super built-up  Area,21-Aug,Electronics City Phase 1,,2,950,2,1,33
Super built-up  Area,Ready To Move,Whitefield,SSthamh,2,1180,2,2,41
Super built-up  Area,Ready To Move,Whitefield,SSthamh,2,1180,2,2,41
Built-up  Area,Ready To Move,Chandapura,Vailsaf,3,1208.51,3,2,42
Super built-up  Area,Ready To Move,Sarjapur,,2,1240,2,2,43.1
Built-up  Area,Ready To Move,Hormavu,,3,2100,3,2,73
Super built-up  Area,20-Dec,Whitefield,,2,1165,2,1,40.5
Super built-up  Area,Ready To Move,Kalena Agrahara,,2,1150,2,3,40
Super built-up  Area,Ready To Move,Hebbal Kempapura,,2,1150,2,2,40
Super built-up  Area,18-Apr,Ramamurthy Nagar,,2,1150,2,2,40
Built-up  Area,Ready To Move,1st Block HRBR Layout,,3,2300,3,,80
Super built-up  Area,Ready To Move,Sarjapur  Road,S2kaaan,3,1405,3,2,48.87
Super built-up  Area,Ready To Move,Pai Layout,,2,1006,2,2,35
Super built-up  Area,Ready To Move,Sompura,SSityri,3,1350,2,2,47
Super built-up  Area,Ready To Move,Chikkabanavar,,3,1320,2,2,46
Super built-up  Area,18-Jul,Ramagondanahalli,ViistLa,3,1635,3,1,57
Built-up  Area,Ready To Move,Doddakallasandra,,2,1233,2,2,43
Super built-up  Area,Ready To Move,Whitefield,SSthamh,2,1175,2,1,41
Super built-up  Area,Ready To Move,JCR Layout,,2,1060,2,2,37
Super built-up  Area,Ready To Move,Horamavu Agara,,2,1060,2,1,37
Super built-up  Area,Ready To Move,Bisuvanahalli,Prityel,2,945,2,1,33
Built-up  Area,Ready To Move,Sarjapur,Coa It ,3,1575,3,3,55
Super built-up  Area,Ready To Move,Uttarahalli,SLnssPr,3,1330,2,2,46.45
Super built-up  Area,Ready To Move,Nagarbhavi,,2,1145,2,2,40
Super built-up  Area,Ready To Move,JCR Layout,ARnamru,2,1160,2,1,40.53
Super built-up  Area,Ready To Move,Uttarahalli,Aklia R,3,1345,2,1,47
Super built-up  Area,18-Jan,CV Raman Nagar,,2,1227,2,2,42.88
Super built-up  Area,Ready To Move,Banashankari,,2,1077,2,2,37.64
Super built-up  Area,Ready To Move,kanakapura road,,3,1375,2,3,48.06
Super built-up  Area,Ready To Move,Abbaiah Reddy Layout,,2,1100,2,1,38.45
Super built-up  Area,18-Feb,Thirumenahalli,MNtha A,3,1602,3,2,56
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,7 ise P,3,1430,2,1,50
Super built-up  Area,18-May,Whitefield,,2,1150,2,2,40.21
Super built-up  Area,Ready To Move,Kaggadasapura,SLireap,2,1105,2,1,38.65
Super built-up  Area,Ready To Move,Uttarahalli,SLnssPr,2,1160,2,2,40.58
Super built-up  Area,Ready To Move,Vasanthapura,,2,1037,2,1,36.28
Super built-up  Area,Ready To Move,Vasantapura main road,,2,1037,2,1,36.28
Super built-up  Area,Ready To Move,Vasanthapura,,2,1037,2,1,36.28
Super built-up  Area,Ready To Move,Vasanthapura,,2,978,2,1,34.22
Super built-up  Area,Ready To Move,Abbaiah Reddy Layout,SSaveik,2,1100,2,1,38.49
Super built-up  Area,Ready To Move,TC Palaya,BSersTo,2,1126,2,1,39.4
Super built-up  Area,Ready To Move,Begur Road,,2,1160,2,2,40.59
Super built-up  Area,Ready To Move,Uttarahalli,,3,1350,2,3,47.24
Super built-up  Area,Ready To Move,Uttarahalli,,3,1350,2,2,47.24
Super built-up  Area,Ready To Move,Uttarahalli,,3,1350,2,2,47.24
Super built-up  Area,Ready To Move,Uttarahalli,,3,1360,2,2,47.59
Super built-up  Area,Ready To Move,Uttarahalli,,3,1360,2,2,47.59
Super built-up  Area,Ready To Move,Uttarahalli,,3,1360,2,2,47.59
Super built-up  Area,Ready To Move,Begur Road,Dhalsh ,3,1410,2,3,49.34
Super built-up  Area,20-Dec,Old Madras Road,Shmes O,2,935,2,1,32.72
Super built-up  Area,20-Dec,Old Madras Road,Shmes O,2,935,2,1,32.72
Super built-up  Area,20-Dec,Whitefield,,2,935,2,1,32.72
Super built-up  Area,Ready To Move,Vasanthapura,,2,995,2,1,34.82
Super built-up  Area,Ready To Move,Vasanthapura,,2,995,2,1,34.82
Super built-up  Area,Ready To Move,Vasanthpura,,3,995,2,2,34.82
Super built-up  Area,Ready To Move,Kaggadasapura,SLireap,2,1105,2,1,38.67
Super built-up  Area,Ready To Move,Uttarahalli,SLnssPr,2,1155,2,2,40.42
Super built-up  Area,20-Dec,Old Madras Road,Shmes O,2,1165,2,1,40.77
Super built-up  Area,Ready To Move,Kengeri,,3,1245,2,2,43.57
Super built-up  Area,Ready To Move,Doddathoguru,Prianhi,2,940,2,1,32.9
Super built-up  Area,Ready To Move,Uttarahalli,,2,1040,2,2,36.4
Super built-up  Area,Ready To Move,Ramanjaneyanagar,,2,1040,2,2,36.4
Super built-up  Area,Ready To Move,Kanakapura Main Road,,2,1080,2,1,37.8
Super built-up  Area,Ready To Move,Kanakpura Road,,2,1080,2,1,37.8
Super built-up  Area,Ready To Move,Kanakpura Road,,2,1080,2,1,37.8
Super built-up  Area,Ready To Move,Vasatha Vallbha Nagar,,2,1080,2,1,37.8
Super built-up  Area,Ready To Move,Kanakapura,SPavenc,2,1090,2,2,38.15
Super built-up  Area,Ready To Move,Kanakapura,SPavenc,2,1090,2,2,38.15
Super built-up  Area,Ready To Move,Varthur,DSingSt,2,1140,2,2,39.9
Super built-up  Area,Ready To Move,Uttarahalli,Shony S,2,1180,2,1,41.3
Super built-up  Area,Ready To Move,Uttarahalli,Shony S,2,1180,2,1,41.3
Super built-up  Area,Ready To Move,Kanakapura,SPavenc,3,1290,2,3,45.15
Super built-up  Area,Ready To Move,Kanakapura,SPavenc,3,1290,3,3,45.15
Super built-up  Area,Ready To Move,Uttarahalli,SLnssPr,3,1330,2,2,46.55
Super built-up  Area,Ready To Move,Uttarahalli,SLnssPr,3,1330,2,2,46.55
Super built-up  Area,Ready To Move,Uttarahalli,SLnssPr,3,1330,2,2,46.55
Super built-up  Area,Ready To Move,Uttarahalli,SLnssPr,3,1330,2,2,46.55
Super built-up  Area,19-Dec,Thanisandra,DSity S,3,2172,3,2,76.02
Super built-up  Area,Ready To Move,Subramanyapura,,2,958,2,1,33.53
Super built-up  Area,Ready To Move,Gottigere,Srncyla,2,1000,2,1,35
Built-up  Area,Ready To Move,GM Palaya,Srg Bnc,2,1000,2,1,35
Super built-up  Area,Ready To Move,Vidyaranyapura,DSestil,2,1000,2,1,35
Built-up  Area,Ready To Move,Uttarahalli,Apmes H,2,1000,2,1,35
Super built-up  Area,Ready To Move,Vignana Nagar,Phens G,2,1000,2,2,35
Super built-up  Area,Ready To Move,JP Nagar,DSvvyx ,2,1000,2,1,35
Plot  Area,Ready To Move,Madavara,,2,1000,2,1,35
Built-up  Area,Ready To Move,Bommasandra,RKhipwn,2,1000,2,1,35
Super built-up  Area,Ready To Move,Sri Sai Layout,,2,1000,2,2,35
Super built-up  Area,18-Apr,Channasandra,Evanaan,2,1000,2,2,35
Built-up  Area,Ready To Move,Whitefield,Pranthi,2,1000,2,1,35
Super built-up  Area,Ready To Move,Kanakpura Road,Shdhia ,2,1050,2,1,36.75
Super built-up  Area,Ready To Move,Kanakpura Road,Shiew T,2,1070,2,2,37.45
Super built-up  Area,Ready To Move,Abbaiah Reddy Layout,SSaveik,2,1100,2,2,38.5
Super built-up  Area,Ready To Move,Kanakapura,SPavenc,2,1110,2,2,38.85
Super built-up  Area,Ready To Move,Kanakapura,SPavenc,2,1120,2,2,39.2
Super built-up  Area,Ready To Move,Kanakpura Road,,3,1150,2,2,40.25
Super built-up  Area,Ready To Move,2nd Phase Judicial Layout,,2,1150,2,1,40.25
Super built-up  Area,Ready To Move,2nd Phase Judicial Layout,,2,1150,2,1,40.25
Super built-up  Area,Ready To Move,Kengeri,,3,1160,2,2,40.6
Super built-up  Area,Ready To Move,Kengeri,,2,1160,2,2,40.6
Super built-up  Area,Ready To Move,Uttarahalli,SLnssPr,2,1160,2,2,40.6
Super built-up  Area,Ready To Move,Kanakpura Road,,3,1200,2,2,42
Super built-up  Area,Ready To Move,KR Puram,Thisea ,2,1200,2,1,42
Super built-up  Area,Ready To Move,Begur Road,Dhalsh ,2,1200,2,2,42
Plot  Area,Ready To Move,adigondanhalli,,2,1200,1,0,42
Built-up  Area,Ready To Move,Attibele,,2,1200,2,2,42
Super built-up  Area,Ready To Move,Kanakpura Road,Shiew T,3,1200,2,2,42
Super built-up  Area,Ready To Move,Ramamurthy Nagar,,2,1200,2,3,42
Super built-up  Area,Ready To Move,Banashankari,,3,1200,2,2,42
Super built-up  Area,Ready To Move,Kengeri,Sravema,2,1200,2,3,42
Super built-up  Area,Ready To Move,Vidyaranyapura,Unentsi,2,1200,2,1,42
Super built-up  Area,Ready To Move,Banashankari,,3,1200,2,2,42
Built-up  Area,Ready To Move,Dasarahalli,Prndsde,2,1200,2,2,42
Super built-up  Area,Ready To Move,Banashankari Stage III,SrentAp,2,1200,2,0,42
Super built-up  Area,Ready To Move,2nd Phase Judicial Layout,,3,1350,2,2,47.25
Super built-up  Area,20-Dec,Old Madras Road,Shmes O,3,1350,3,1,47.25
Super built-up  Area,Ready To Move,2nd Phase Judicial Layout,,3,1350,2,2,47.25
Super built-up  Area,20-Dec,Old Madras Road,Shmes O,3,1350,3,2,47.25
Super built-up  Area,Ready To Move,2nd Phase Judicial Layout,,3,1350,2,2,47.25
Super built-up  Area,20-Dec,Old Madras Road,Shmes O,3,1350,3,2,47.25
Super built-up  Area,18-Jun,Mysore Road,Gopia O,3,1360,3,0,47.6
Super built-up  Area,Ready To Move,Banashankari,,3,1372,2,2,48.02
Super built-up  Area,Ready To Move,2nd Phase Judicial Layout,,3,1450,2,1,50.75
Super built-up  Area,Ready To Move,Banashankari,,2,1450,2,2,50.75
Super built-up  Area,Ready To Move,Kanakapura,SPavenc,3,1460,2,3,51.1
Super built-up  Area,Ready To Move,Marathahalli,Afncyad,3,1600,3,2,56
Super built-up  Area,19-Dec,Thanisandra,DSity S,3,2293,3,2,80.26
Super built-up  Area,19-Dec,Thanisandra,DSity S,3,2019,3,1,70.67
Super built-up  Area,19-Dec,Thanisandra,DSity S,3,1853,3,1,64.86
Super built-up  Area,Ready To Move,Kanakpura Road,,3,1495,2,2,52.33
Super built-up  Area,Ready To Move,Kanakapura main  Road,,3,1495,2,2,52.33
Super built-up  Area,Ready To Move,Banashankari,,3,1425,3,3,49.88
Super built-up  Area,Ready To Move,Kanakpura Road,,3,1425,2,2,49.88
Super built-up  Area,Ready To Move,Uttarahalli,,3,1385,2,2,48.48
Super built-up  Area,Ready To Move,Uttarahalli,Shony S,3,1385,2,2,48.48
Super built-up  Area,Ready To Move,Ramanjaneyanagar,,3,1385,2,2,48.48
Super built-up  Area,Ready To Move,Uttarahalli,Shony S,3,1385,2,2,48.48
Super built-up  Area,Ready To Move,Kanakapura  Rod,,3,1305,2,1,45.68
Super built-up  Area,Ready To Move,Uttarahalli,SLnssPr,3,1285,2,2,44.98
Super built-up  Area,Ready To Move,Uttarahalli,SLnssPr,3,1245,2,2,43.58
Super built-up  Area,Ready To Move,Subramanyapura,,3,1223,2,2,42.81
Super built-up  Area,Ready To Move,Subramanyapura,,3,1223,2,2,42.81
Super built-up  Area,Ready To Move,Talaghattapura,,3,1223,2,1,42.81
Super built-up  Area,Ready To Move,Gubbalala,,2,1223,2,1,42.81
Super built-up  Area,Ready To Move,Kanakpura Road,,3,1223,2,2,42.81
Super built-up  Area,Ready To Move,Subramanyapura,,3,1223,2,2,42.81
